==========
일반 데이터 보고서
==========

시험 데이타 파일 : C:\Zive Data\Smart Interface\Experiments\Data\박겸손\23_DCIR_FCC_cyc\20230524\HNE_FCC_DCIR3_06_026.wrd
테스트 기간 : 2023-05-24 03:59:46 ~ 2023-05-27 03:12:59
데이터 개수 : 14477
시험자 성명 : 
상품 번호 : 
메모 : 
조건 파일명 : F:\23_DCIR_FCC.cyc
단계 개수 : 24

--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
인덱스         	시험_시간(s)   	사이클_번호    	사이클_시간(s) 	단계_번호      	단계_시간(s)   	전류(A)        	전압(V)        	IR(ohm)       	보조전압1(V)   	보조전압2(V)   	보조전압3(V)   	온도('C)       	OCP(V)         	파워(W)        	부하(Ohm)      	누적_용량(Ah)  	절대값_용량(Ah)	전류_범위      
--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
5533          	1:03:06:13.140	1             	1:03:06:13.140	3             	0:01:08:00.000	0.00000E+000  	4.00466E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00466E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5534          	1:03:06:43.140	1             	1:03:06:43.140	3             	0:01:08:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5535          	1:03:07:13.140	1             	1:03:07:13.140	3             	0:01:09:00.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5536          	1:03:07:43.140	1             	1:03:07:43.140	3             	0:01:09:30.000	0.00000E+000  	4.00466E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00466E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5537          	1:03:08:13.140	1             	1:03:08:13.140	3             	0:01:10:00.000	0.00000E+000  	4.00466E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00466E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5538          	1:03:08:43.140	1             	1:03:08:43.140	3             	0:01:10:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5539          	1:03:09:13.140	1             	1:03:09:13.140	3             	0:01:11:00.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5540          	1:03:09:43.140	1             	1:03:09:43.140	3             	0:01:11:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5541          	1:03:10:13.140	1             	1:03:10:13.140	3             	0:01:12:00.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5542          	1:03:10:43.140	1             	1:03:10:43.140	3             	0:01:12:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5543          	1:03:11:13.140	1             	1:03:11:13.140	3             	0:01:13:00.000	0.00000E+000  	4.00466E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00466E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5544          	1:03:11:43.140	1             	1:03:11:43.140	3             	0:01:13:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5545          	1:03:12:13.140	1             	1:03:12:13.140	3             	0:01:14:00.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5546          	1:03:12:43.140	1             	1:03:12:43.140	3             	0:01:14:30.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5547          	1:03:13:13.140	1             	1:03:13:13.140	3             	0:01:15:00.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5548          	1:03:13:43.140	1             	1:03:13:43.140	3             	0:01:15:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5549          	1:03:14:13.140	1             	1:03:14:13.140	3             	0:01:16:00.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5550          	1:03:14:43.140	1             	1:03:14:43.140	3             	0:01:16:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5551          	1:03:15:13.140	1             	1:03:15:13.140	3             	0:01:17:00.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5552          	1:03:15:43.140	1             	1:03:15:43.140	3             	0:01:17:30.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5553          	1:03:16:13.140	1             	1:03:16:13.140	3             	0:01:18:00.000	0.00000E+000  	4.00450E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00450E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5554          	1:03:16:43.140	1             	1:03:16:43.140	3             	0:01:18:30.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5555          	1:03:17:13.140	1             	1:03:17:13.140	3             	0:01:19:00.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5556          	1:03:17:43.140	1             	1:03:17:43.140	3             	0:01:19:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5557          	1:03:18:13.140	1             	1:03:18:13.140	3             	0:01:20:00.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5558          	1:03:18:43.140	1             	1:03:18:43.140	3             	0:01:20:30.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5559          	1:03:19:13.140	1             	1:03:19:13.140	3             	0:01:21:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5560          	1:03:19:43.140	1             	1:03:19:43.140	3             	0:01:21:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5561          	1:03:20:13.140	1             	1:03:20:13.140	3             	0:01:22:00.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5562          	1:03:20:43.140	1             	1:03:20:43.140	3             	0:01:22:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5563          	1:03:21:13.140	1             	1:03:21:13.140	3             	0:01:23:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5564          	1:03:21:43.140	1             	1:03:21:43.140	3             	0:01:23:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5565          	1:03:22:13.140	1             	1:03:22:13.140	3             	0:01:24:00.000	0.00000E+000  	4.00434E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00434E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5566          	1:03:22:43.140	1             	1:03:22:43.140	3             	0:01:24:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5567          	1:03:23:13.140	1             	1:03:23:13.140	3             	0:01:25:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5568          	1:03:23:43.140	1             	1:03:23:43.140	3             	0:01:25:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5569          	1:03:24:13.140	1             	1:03:24:13.140	3             	0:01:26:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5570          	1:03:24:43.140	1             	1:03:24:43.140	3             	0:01:26:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5571          	1:03:25:13.140	1             	1:03:25:13.140	3             	0:01:27:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5572          	1:03:25:43.140	1             	1:03:25:43.140	3             	0:01:27:30.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5573          	1:03:26:13.140	1             	1:03:26:13.140	3             	0:01:28:00.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5574          	1:03:26:43.140	1             	1:03:26:43.140	3             	0:01:28:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5575          	1:03:27:13.140	1             	1:03:27:13.140	3             	0:01:29:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5576          	1:03:27:43.140	1             	1:03:27:43.140	3             	0:01:29:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5577          	1:03:28:13.140	1             	1:03:28:13.140	3             	0:01:30:00.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5578          	1:03:28:43.140	1             	1:03:28:43.140	3             	0:01:30:30.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5579          	1:03:29:13.140	1             	1:03:29:13.140	3             	0:01:31:00.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5580          	1:03:29:43.140	1             	1:03:29:43.140	3             	0:01:31:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5581          	1:03:30:13.140	1             	1:03:30:13.140	3             	0:01:32:00.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5582          	1:03:30:43.140	1             	1:03:30:43.140	3             	0:01:32:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5583          	1:03:31:13.140	1             	1:03:31:13.140	3             	0:01:33:00.000	0.00000E+000  	4.00418E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00418E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5584          	1:03:31:43.140	1             	1:03:31:43.140	3             	0:01:33:30.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5585          	1:03:32:13.140	1             	1:03:32:13.140	3             	0:01:34:00.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5586          	1:03:32:43.140	1             	1:03:32:43.140	3             	0:01:34:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5587          	1:03:33:13.140	1             	1:03:33:13.140	3             	0:01:35:00.000	0.00000E+000  	4.00370E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00370E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5588          	1:03:33:43.140	1             	1:03:33:43.140	3             	0:01:35:30.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5589          	1:03:34:13.140	1             	1:03:34:13.140	3             	0:01:36:00.000	0.00000E+000  	4.00370E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00370E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5590          	1:03:34:43.140	1             	1:03:34:43.140	3             	0:01:36:30.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5591          	1:03:35:13.140	1             	1:03:35:13.140	3             	0:01:37:00.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5592          	1:03:35:43.140	1             	1:03:35:43.140	3             	0:01:37:30.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5593          	1:03:36:13.140	1             	1:03:36:13.140	3             	0:01:38:00.000	0.00000E+000  	4.00386E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00386E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5594          	1:03:36:43.140	1             	1:03:36:43.140	3             	0:01:38:30.000	0.00000E+000  	4.00370E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00370E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5595          	1:03:37:13.140	1             	1:03:37:13.140	3             	0:01:39:00.000	0.00000E+000  	4.00370E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00370E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
5596          	1:03:37:43.140	1             	1:03:37:43.140	3             	0:01:39:30.000	0.00000E+000  	4.00402E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	4.00402E+000  	0.00000E+000  	0.00000E+000  	2.76046E-003  	0.00000E+000  	101mA         
